dataset_id,point_id,x_source,y_source,x_normalized,y_normalized,confidence
stagev3_0002,p01,399.2277992277992,350.57915057915056,0.39025200315522895,0.4570784231801181,0.7037462592124939
stagev3_0002,p02,894.2702702702703,494.3011583011583,0.8741644870677129,0.6444604410706105,0.5929262638092041
stagev3_0002,p03,758.5328185328185,494.3011583011583,0.741478805994935,0.6444604410706105,0.444520503282547
stagev3_0002,p04,63.87644787644788,526.2393822393823,0.06244032050483663,0.68610088949072,0.4362046420574188
stagev3_0002,p05,375.27413127413126,462.36293436293437,0.3668368829659152,0.6028199926505011,0.4359264671802521
stagev3_0002,p06,710.6254826254826,494.3011583011583,0.6946485656163075,0.6444604410706105,0.4152943193912506
stagev3_0002,p07,287.44401544401546,494.3011583011583,0.28098144227176486,0.6444604410706105,0.3609972894191742
stagev3_0003,p01,399.18146718146716,758.5328185328185,0.6417708475586289,0.741478805994935,0.735303521156311
stagev3_0003,p02,231.5057915057915,566.903474903475,0.37219580627940757,0.5541578444804252,0.7102388739585876
stagev3_0003,p03,63.83011583011583,39.922779922779924,0.10262076500018621,0.039025200315522895,0.6489328145980835
stagev3_0003,p04,311.35135135135135,319.3822393822394,0.5005648735552273,0.31220160252418316,0.6167075634002686
stagev3_0003,p05,447.0888030888031,175.66023166023166,0.7187922879241208,0.17171088138830073,0.5618056654930115
stagev3_0004,p01,200.4169884169884,566.903474903475,0.4483601530581396,0.5541578444804252,0.7088926434516907
stagev3_0004,p02,32.74131274131274,63.87644787644788,0.07324678465618063,0.06244032050483663,0.5946632027626038
stagev3_0004,p03,272.27799227799227,758.5328185328185,0.6091230252304077,0.741478805994935,0.5940895676612854
stagev3_0004,p04,392.04633204633205,287.44401544401546,0.8770611455175213,0.28098144227176486,0.5936594605445862
stagev3_0004,p05,248.32432432432432,343.33590733590734,0.555535401172985,0.3356167227134969,0.5157046914100647
stagev3_0009,p01,222.93436293436292,678.6872586872587,0.6634951277808421,0.6634284053638893,0.7682493329048157
stagev3_0009,p02,0.0,71.86100386100387,0.0,0.07024536056794121,0.7010236978530884
stagev3_0009,p03,222.93436293436292,375.27413127413126,0.6634951277808421,0.3668368829659152,0.6786059737205505
stagev3_0009,p04,167.04247104247105,814.4247104247104,0.49715021143592575,0.796114086436667,0.6341568827629089
stagev3_0009,p05,334.7181467181467,31.93822393822394,0.9961849604706747,0.031220160252418316,0.6144127249717712
stagev3_0009,p06,222.93436293436292,846.3629343629343,0.6634951277808421,0.8273342466890854,0.5732569098472595
stagev3_0011,p01,233.12741312741312,39.922779922779924,0.8038876314738383,0.039025200315522895,0.7691138386726379
stagev3_0011,p02,33.513513513513516,479.0733590733591,0.11556383970177074,0.46830240378627475,0.7271227836608887
stagev3_0011,p03,65.45173745173746,71.86100386100387,0.22569564638530157,0.07024536056794121,0.6562761068344116
stagev3_0011,p04,177.23552123552125,758.5328185328185,0.6111569697776594,0.741478805994935,0.5580313801765442
stagev3_0011,p05,257.0810810810811,119.76833976833977,0.8864864864864865,0.11707560094656869,0.42581605911254883
stagev3_0015,p01,30.996138996138995,39.922779922779924,0.07807591686684885,0.039025200315522895,0.7349418997764587
stagev3_0015,p02,62.93436293436294,479.0733590733591,0.1585248436633827,0.46830240378627475,0.6808542013168335
stagev3_0015,p03,142.77992277992277,678.6872586872587,0.3596471606547173,0.6634284053638893,0.6486517190933228
stagev3_0015,p04,310.4555984555985,183.64478764478764,0.7820040263365201,0.17951592145140532,0.5815226435661316
stagev3_0018,p01,421.2870264237452,39.88379283301158,0.8276758868835858,0.03902523760568648,0.801271915435791
stagev3_0018,p02,477.1243363899614,454.67523829633205,0.9373759064635784,0.44488770870482586,0.6472845077514648
stagev3_0018,p03,277.7053722249035,701.9547538610038,0.5455901222493192,0.686844181860082,0.6283115744590759
stagev3_0018,p04,30.42585666023166,0.0,0.059775749823637835,0.0,0.5905086398124695
stagev3_0018,p05,30.42585666023166,7.976758566602316,0.059775749823637835,0.0078050475211372955,0.5905086398124695
stagev3_0018,p06,285.6821307915058,590.2801339285714,0.5612615536178897,0.5775735165641599,0.42364373803138733
stagev3_0019,p01,392.04633204633205,119.76833976833977,0.8751034197462769,0.11707560094656869,0.7111129760742188
stagev3_0019,p02,144.52509652509653,814.4247104247104,0.3226006618863762,0.796114086436667,0.70322585105896
stagev3_0019,p03,56.69498069498069,487.05791505791507,0.12655129619415334,0.47610744384937936,0.6539491415023804
stagev3_0019,p04,144.52509652509653,375.27413127413126,0.3226006618863762,0.3668368829659152,0.5787036418914795
